path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] Central Intelligence Agency,[usagov] Central Intelligence Agency,"{'name': 'Central Intelligence Agency', 'description': 'The Central Intelligence Agency (CIA) collects, evaluates, and disseminates vital information on economic, military, political, scientific, and other developments abroad to safeguard national security.', 'website': [{'link': 'https://www.cia.gov/', 'title': 'Central Intelligence Agency'}], 'contact': [{'link': 'https://www.cia.gov/contact-cia/', 'title': ''}, {'link': 'https://www.cia.gov/contact-cia/', 'title': 'Contact the Central Intelligence Agency'}], 'main_address': ['Central Intelligence Agency', 'Office of Public Affairs', 'Washington,', 'DC', '20505']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Central Command,[usagov] U.S. Central Command,"{'name': 'U.S. Central Command', 'description': 'The Central Command is responsible for defending and promoting U.S. interests in 20 nations in the Middle East, Central and South Asia, and the strategic waterways that surround them.', 'website': [{'link': 'https://www.centcom.mil/', 'title': 'U.S. Central Command (CENTCOM)'}], 'contact': [{'link': 'https://www.centcom.mil/CONTACT/', 'title': ''}, {'link': 'https://www.centcom.mil/CONTACT/', 'title': 'Contact the U.S. Central Command (CENTCOM)'}], 'phone_number': ['1-813-828-1110'], 'main_address': ['7115 South Boundary Blvd.', 'MacDill Air Force Base,', 'FL', '33621-5101']}"
/US FEDERAL GOVERNMENT/[usagov] Centers for Disease Control and Prevention,[usagov] Centers for Disease Control and Prevention,"{'name': 'Centers for Disease Control and Prevention', 'description': 'The Centers for Disease Control and Prevention (CDC) collaborates to create the expertise, information, and tools that people and communities need to protect their health through health promotion, prevention of disease, injury and disability, and preparedness for new health threats.', 'website': [{'link': 'https://www.cdc.gov/', 'title': 'Centers for Disease Control and Prevention (CDC)'}], 'contact': [{'link': 'https://wwwn.cdc.gov/dcs/ContactUs/Form', 'title': 'Contact the Centers for Disease Control and Prevention (CDC)'}, {'link': 'https://www.cdc.gov/foodsafety/outbreaks/investigating-outbreaks/report-illness/index.html', 'title': 'Report Foodborne Illness'}], 'toll-free_number': ['1-800-232-4636'], 'tty': ['1-888-232-6348'], 'main_address': ['1600 Clifton Rd.', 'Atlanta,', 'GA', '30329']}"
/US FEDERAL GOVERNMENT/[usagov] Center for Nutrition Policy and Promotion,[usagov] Center for Nutrition Policy and Promotion,"{'name': 'Center for Nutrition Policy and Promotion', 'description': 'The Center for Nutrition Policy and Promotion works to improve the health and well-being of Americans by developing and promoting dietary guidance that links scientific research to the nutrition needs of consumers.', 'website': [{'link': 'https://www.fns.usda.gov/cnpp', 'title': 'Center for Nutrition Policy and Promotion (CNPP)'}, {'link': 'https://www.choosemyplate.gov/', 'title': 'Build a Healthy Plate at Mealtimes'}], 'phone_number': ['1-703-305-7600'], 'main_address': ['3101 Park Center Dr.', '10th Floor', 'Alexandria,', 'VA', '22302-1594']}"
/US FEDERAL GOVERNMENT/[usagov] Center for Food Safety and Applied Nutrition,[usagov] Center for Food Safety and Applied Nutrition,"{'name': 'Center for Food Safety and Applied Nutrition', 'description': 'The Center provides services to consumers and industry groups about food and cosmetics. They perform scientific analysis, develop policy, and handle critical issues related to food and cosmetics.', 'website': [{'link': 'https://www.fda.gov/about-fda/fda-organization/center-food-safety-and-applied-nutrition-cfsan', 'title': 'Center for Food Safety and Applied Nutrition'}], 'contact': [{'link': 'https://www.fda.gov/about-fda/center-food-safety-and-applied-nutrition-cfsan/contact-cfsan', 'title': ''}, {'link': 'https://www.fda.gov/about-fda/center-food-safety-and-applied-nutrition-cfsan/contact-cfsan', 'title': 'Contact the Center for Food Safety and Applied Nutrition'}], 'toll-free_number': ['1-888-723-3366'], 'tty': ['1-800-877-8339'], 'email': [{'link': 'mailto:consumer@fda.gov', 'title': ''}, {'link': 'mailto:consumer@fda.gov', 'title': ''}], 'main_address': ['5100 Paint Branch Parkway', 'College Park,', 'MD', '20740-3835']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Capitol Visitor Center,[usagov] U.S. Capitol Visitor Center,"{'name': 'U.S. Capitol Visitor Center', 'description': 'Take a tour of the historic Capitol, where you can see the Crypt of the Capitol, the Rotunda, and National Statuary Hall.', 'website': [{'link': 'http://www.visitthecapitol.gov', 'title': 'U.S. Capitol Visitor Center'}], 'contact': [{'link': 'https://www.visitthecapitol.gov/contact-us', 'title': ''}, {'link': 'https://www.visitthecapitol.gov/contact-us', 'title': 'Contact the U.S. Capitol Visitor Center'}], 'phone_number': ['1-202-226-8000'], 'main_address': ['United States Capitol', 'Capitol Visitor Center', 'Washington,', 'DC', '20510']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Capitol Police,[usagov] U.S. Capitol Police,"{'name': 'U.S. Capitol Police', 'description': 'U.S. Capitol Police Officers work to protect life and property, investigate criminal acts, and enforce traffic regulations on U.S. Capitol Grounds. Officers are also responsible for protecting members, officers of Congress, and their families.', 'website': [{'link': 'https://www.uscp.gov/', 'title': 'U.S. Capitol Police'}], 'contact': [{'link': 'https://www.uscp.gov/contact-us', 'title': ''}, {'link': 'https://www.uscp.gov/contact-us', 'title': 'Contact the U.S. Capitol Police'}], 'phone_number': ['1-202-224-0908'], 'email': [{'link': 'mailto:AskUSCP@uscp.gov', 'title': ''}, {'link': 'mailto:AskUSCP@uscp.gov', 'title': ''}], 'main_address': ['119 D St., N.E', 'Washington,', 'DC', '20510']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Security Cooperation Agency,[usagov] Defense Security Cooperation Agency,"{'name': 'Defense Security Cooperation Agency', 'description': 'The Defense Security Cooperation Agency supports U.S. national security and foreign policy interests. They train, educate, advise, and equip foreign security forces to respond to shared challenges.', 'website': [{'link': 'https://www.dsca.mil/', 'title': 'Defense Security Cooperation Agency (DSCA)'}], 'contact': [{'link': 'https://www.dsca.mil/contact-us', 'title': ''}, {'link': 'https://www.dsca.mil/contact-us', 'title': 'Contact the Defense Security Cooperation Agency'}], 'phone_number': ['1-703-697-9709'], 'email': [{'link': 'mailto:dsca.ncr.lmo.mbx.info@mail.mil', 'title': ''}, {'link': 'mailto:dsca.ncr.lmo.mbx.info@mail.mil', 'title': ''}], 'main_address': ['2800 Defense Pentagon', 'Wasington,', 'DC', '20301-2800']}"
/US FEDERAL GOVERNMENT/[usagov] Defense POW/MIA Accounting Agency,[usagov] Defense POW/MIA Accounting Agency,"{'name': 'Defense POW/MIA Accounting Agency', 'description': ""The Department of Defense's Defense POW/MIA Accounting Agency works to recover service members who became missing during their service."", 'website': [{'link': 'https://www.dpaa.mil/', 'title': 'Defense POW/MIA Accounting Agency'}], 'contact': [{'link': 'https://www.dpaa.mil/Contact/Contact-Us/', 'title': ''}, {'link': 'https://www.dpaa.mil/Contact/Contact-Us/', 'title': 'Contact the Defense POW/MIA Accounting Agency'}], 'phone_number': ['1-703-699-1420'], 'email': [{'link': 'mailto:dpaa.ncr.oc.mbx.public-affairs@mail.mil', 'title': ''}, {'link': 'mailto:dpaa.ncr.oc.mbx.public-affairs@mail.mil', 'title': ''}], 'main_address': ['2600 Defense Pentagon', 'Attn: External Affairs', 'Washington,', 'DC', '20301-2600']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Nuclear Facilities Safety Board,[usagov] Defense Nuclear Facilities Safety Board,"{'name': 'Defense Nuclear Facilities Safety Board', 'description': 'The Defense Nuclear Facilities Safety Board reviews the content and implementation of health and safety standards at Department of Energy Defense Nuclear Facilities. The board also makes recommendations to the President and Secretary of Energy regarding health and safety issues at Defense Nuclear Facilities.', 'website': [{'link': 'https://www.dnfsb.gov/', 'title': 'Defense Nuclear Facilities Safety Board'}], 'contact': [{'link': 'https://www.dnfsb.gov/contact-us', 'title': ''}, {'link': 'https://www.dnfsb.gov/contact-us', 'title': 'Contact the Defense Nuclear Facilities Safety Board'}], 'phone_number': ['1-202-694-7000'], 'email': [{'link': 'mailto:mailbox@dnfsb.gov', 'title': ''}, {'link': 'mailto:mailbox@dnfsb.gov', 'title': ''}], 'main_address': ['625 Indiana Ave., NW', 'Suite 700', 'Washington,', 'DC', '20004']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Logistics Agency,[usagov] Defense Logistics Agency,"{'name': 'Defense Logistics Agency', 'description': 'The Defense Logistics Agency provides logistical, acquisition, and technical support for the Army, Navy, Air Force, Marine Corps and other federal agencies and allies.', 'website': [{'link': 'https://www.dla.mil/', 'title': 'Defense Logistics Agency'}], 'contact': [{'link': 'https://www.dla.mil/AboutDLA/ContactUs.aspx', 'title': ''}, {'link': 'https://www.dla.mil/AboutDLA/ContactUs.aspx', 'title': 'Contact the Defense Logistics Agency'}], 'phone_number': ['1-269-961-7766'], 'toll-free_number': ['1-877-352-2255'], 'email': [{'link': 'mailto:dlacontactcenter@dla.mil', 'title': ''}, {'link': 'mailto:dlacontactcenter@dla.mil', 'title': ''}], 'main_address': ['Andrew T. McNamara Building', '8725 John J. Kingman Rd.', 'Fort Belvoir,', 'VA', '22060-6221']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Legal Services Agency,[usagov] Defense Legal Services Agency,"{'name': 'Defense Legal Services Agency', 'description': 'The Defense Legal Services Agency provides legal advice and services to various components of the Department of Defense. It also administers programs governing military standards of conduct.', 'website': [{'link': 'http://www.defenselink.mil/dodgc/', 'title': 'Defense Legal Services Agency'}], 'phone_number': ['1-703-695-3341'], 'toll-free_number': ['1-866-231-3153'], 'email': [{'link': 'mailto:dohastatus@osdgc.osd.mil', 'title': ''}, {'link': 'mailto:dohastatus@osdgc.osd.mil', 'title': ''}], 'main_address': ['The Pentagon', 'Washington,', 'DC', '20301-1600']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Intelligence Agency,[usagov] Defense Intelligence Agency,"{'name': 'Defense Intelligence Agency', 'description': 'The Defense Intelligence Agency provides defense intelligence to war fighters, planners, and policy makers.', 'website': [{'link': 'https://www.dia.mil/', 'title': 'Defense Intelligence Agency (DIA)'}], 'contact': [{'link': 'https://www.dia.mil/About/Contact-DIA/', 'title': ''}, {'link': 'https://www.dia.mil/About/Contact-DIA/', 'title': 'Contact the Defense Intelligence Agency'}], 'phone_number': ['1-202-231-5554'], 'email': [{'link': 'mailto:DIA-PAO@dodiis.mil', 'title': ''}, {'link': 'mailto:DIA-PAO@dodiis.mil', 'title': ''}], 'main_address': ['The Pentagon', 'Washington,', 'DC', '20340-5100']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Information Systems Agency,[usagov] Defense Information Systems Agency,"{'name': 'Defense Information Systems Agency', 'description': 'The Defense Information Systems Agency provides a global infrastructure for information sharing and communication across the Department of Defense, from the President on down.', 'website': [{'link': 'http://www.disa.mil/', 'title': 'Defense Information Systems Agency'}], 'contact': [{'link': 'http://www.disa.mil/About/Contact', 'title': ''}, {'link': 'http://www.disa.mil/About/Contact', 'title': 'Contact the Defense Information Systems Agency'}], 'toll-free_number': ['1-844-347-2457'], 'main_address': ['P.O. Box 549', 'Fort Meade,', 'MD', '20755-0549']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Health Agency,[usagov] Defense Health Agency,"{'name': 'Defense Health Agency', 'description': 'The Defense Health Agency supports uniformed services health care, including the TRICARE health plan.', 'website': [{'link': 'https://www.health.mil/dha', 'title': 'Defense Health Agency'}], 'contact': [{'link': 'https://www.health.mil/About-MHS/Contact-Us', 'title': 'Contact the Defense Health Agency'}, {'link': 'https://tricare.mil/ContactUs', 'title': 'Contact TRICARE'}], 'toll-free_number': ['1-800-273-8255 veterans crisis support line', '1-877-995-5247 sexual assault support line'], 'tty': ['1-800-799-4889 veterans crisis support line'], 'main_address': ['7700 Arlington Blvd.', 'Suite 5101', 'Falls Church,', 'VA', '22042-5101']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Finance and Accounting Service,[usagov] Defense Finance and Accounting Service,"{'name': 'Defense Finance and Accounting Service', 'description': 'The Defense Finance and Accounting Service oversees payments to Department of Defense servicemembers, employees, vendors and contractors. The Defense Finance and Accounting Services also provides Department of Defense decision makers with business intelligence, finance and accounting information.', 'website': [{'link': 'https://www.dfas.mil', 'title': 'Defense Finance and Accounting Service'}], 'contact': [{'link': 'https://www.dfas.mil/garnishment/customerservice.html', 'title': ''}, {'link': 'https://www.dfas.mil/garnishment/customerservice.html', 'title': 'Contact the Defense Finance and Accounting Service'}], 'phone_number': ['1-888-332-7411'], 'toll-free_number': ['1-888-DFAS-411 (1-888-332-7411)'], 'main_address': ['Crystal Mall 3', 'Room 920', 'Arlington,', 'VA', '22240-5291']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Department of Defense,[usagov] U.S. Department of Defense,"{'name': 'U.S. Department of Defense', 'description': 'The Department of Defense provides the military forces needed to deter war, and to protect the security of the United States.', 'website': [{'link': 'https://www.defense.gov/', 'title': 'Department of Defense'}], 'contact': [{'link': 'https://www.defense.gov/ask-us/listing/', 'title': ''}, {'link': 'https://www.defense.gov/ask-us/listing/', 'title': 'Contact the Department of Defense (public inquiries)'}], 'find_an_office_near_you': [{'link': 'https://installations.militaryonesource.mil/', 'title': ''}, {'link': 'https://installations.militaryonesource.mil/', 'title': 'Find Military Installations'}], 'main_address': ['1400 Defense Pentagon', 'Washington,', 'DC', '20301-1400']}"
/US FEDERAL GOVERNMENT/[usagov] Defense Counterintelligence and Security Agency,[usagov] Defense Counterintelligence and Security Agency,"{'name': 'Defense Counterintelligence and Security Agency', 'description': ""The Defense Counterintelligence and Security Agency provides industrial security engagement and counterintelligence support to secure the trustworthiness of the U.S. government's workforce, contract support, technologies, services, and supply chains."", 'website': [{'link': 'https://www.dcsa.mil/', 'title': 'Defense Counterintelligence and Security Agency'}], 'contact': [{'link': 'https://www.dcsa.mil/', 'title': ''}, {'link': 'https://www.dcsa.mil/', 'title': 'Contact the Defense Counterintelligence and Security Agency'}], 'phone_number': ['571-305-6562'], 'main_address': ['27130 Telegraph Road', 'Quantico,', 'VA', '22134']}"
